,Supplier Name,Name,Supplier Mobile,Company Type,O Address,O City,O Street,O State,O Pincode,Kyc Verified,Gstin,manufacturing_process,manufacturing_sub_process,machine_name,id,Maximum Turning Diameter in mm,Maximum Turning Length in mm,Brand,Quantity (No. of Machines),Bed Size - X in mm,Bed Size - Y in mm,No of Axes,Bed Size - Z in mm,Quantity,Swing over bed in mm(Maximum Diameter),Distance between Centres in mm (Maximum Length),Minimum Drill Diameter in mm,Minimum Drill length in mm,Maximum Drill Diameter in mm,Maximum Drill length in mm,Tonnage,Working Length in mm,Type of Gas used,Minimum cutting thickness in mm,Maximum cutting thickness in mm,Strokes per minute (SPM),Coil Feedeer (Yes/No),Layer Thickness in mm,Accuracy,Minimum Tap size in mm,Maximum Tap length in mm,Maximum Tap size in mm,Minimum Tap length in mm,Minimum Opening in inch,Minimum injection pressure in PSI,Maximum Opening in inch,Maximum shot weight in grams,Machine Orientation,Maximum injection pressure in PSI,Maximum Stroke in inch,Capacity in Tonnage,Actuation Type,Clamping Force,Minimum shot weight in grams,Minimum Stroke in inch,Max MS Thickness (O2) in mm,Max SS Thickness (N2) in mm,Max Brass Thickness in mm,Dual Pallet Changer (Yes/No),Max Aluminium Thickness (N2) in mm,Max MS Thickness (N2) in mm,Max Copper Thickness in mm
485,I3 PRECISION ,maruthi951520@gmail.com,9515208558,Manufacturing of precision components ,"22, 3rd cross , 4th main , Laggere",Karnataka,Shambhavi nagar ,Karnataka ,560058,0,29AADFZ0438J1ZV,CNC Machining,CNC Machining,Vertical Milling Centre,c45ba1df-c6a1-49d1-8bc3-c8fd57e52b10,,,Jyothi,,800.0,550.0,3 axis,510.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Karkhana User,marutienggs@gmail.com,9595051352 ,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Maruti Tech,marutitech100@gmail.com,919712076520,,,,,,,0,,CNC Machining,Turning,VTL,e187205f-6a9e-433c-887a-5f776821e7ad,200.0,500.0,Jyoti,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,MARVELOUS AEROSPACE,marvelousaerospace4u@gmail.com,919108830132,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,master camtek solution pvt ltd,mastercamteksolutions@gmail.com,918618961774,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,"Dongguan Mechplus Tech Co., LTD.",matina@mechplus.cn,19148149045,制造商,"Dongguan, 52346 |Guangdong CN Block6, No.224 Tai'an Rd Chang'an Town",Dongguan,"Dongguan, 52346 |Guangdong CN Block6, No.224 Tai'an Rd Chang'an Town",粤,52346,0,,CNC Machining,CNC Machining,CNC Turning Lathe,3c947c71-1950-41c2-b5c7-ccdc852720a5,1000.0,1500.0,Hermle,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,"Dongguan Mechplus Tech Co., LTD.",matina@mechplus.cn,19148149045,制造商,"Dongguan, 52346 |Guangdong CN Block6, No.224 Tai'an Rd Chang'an Town",Dongguan,"Dongguan, 52346 |Guangdong CN Block6, No.224 Tai'an Rd Chang'an Town",粤,52346,0,,CNC Machining,Turning,Conventional Lathe,bd2ffd3a-6ffd-4973-a8bb-01cf91db73c9,250.0,500.0, American Hardinge,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,"Dongguan Mechplus Tech Co., LTD.",matina@mechplus.cn,19148149045,制造商,"Dongguan, 52346 |Guangdong CN Block6, No.224 Tai'an Rd Chang'an Town",Dongguan,"Dongguan, 52346 |Guangdong CN Block6, No.224 Tai'an Rd Chang'an Town",粤,52346,0,,3D Printing,SLA,SLA,1b27c130-3fa7-4b64-805f-681fc9349b94,,,KINGS,3,1700.0,800.0,,600.0,,,,,,,,,,,,,,,,+/-0. 1,,,,,,,,,,,,,,,,,,,,,,,
493,"Dongguan Mechplus Tech Co., LTD.",matina@mechplus.cn,19148149045,制造商,"Dongguan, 52346 |Guangdong CN Block6, No.224 Tai'an Rd Chang'an Town",Dongguan,"Dongguan, 52346 |Guangdong CN Block6, No.224 Tai'an Rd Chang'an Town",粤,52346,0,,CNC Machining,CNC Machining,CNC Turning Lathe,83d76fc2-4181-4638-ab2d-4ef0b5cbc163,530.0,830.0,AOSILONG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Karkhana User,mayurprecision@gmail.com,9373191624 ,,,,,,,0,,CNC Machining,CNC Machining,Vertical Milling Centre,eff9ae3f-3482-4289-bec4-80bc4a5770ab,,,BFW,1,600.0,400.0,3,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Karkhana User,mayurprecision@gmail.com,9373191624 ,,,,,,,0,,CNC Machining,Grinding,Cylindrical Grinding,acaaef44-7507-4e17-9855-9dfa95429477,,,MSO,1,125.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Karkhana User,mayurprecision@gmail.com,9373191624 ,,,,,,,0,,CNC Machining,Grinding,Surface Grinding,8a63e569-cbda-4641-9787-d6eb82c923ad,,,ENgland,1,250.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Karkhana User,mayurprecision@gmail.com,9373191624 ,,,,,,,0,,CNC Machining,CNC Machining,Vertical Milling Centre,f7e1f965-9e0b-4f5f-9746-e0db2292438b,,,"Dofour, Micrown, Cincinanti",4,350.0,1000.0,1,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Karkhana User,mayurprecision@gmail.com,9373191624 ,,,,,,,0,,CNC Machining,CNC Machining,Vertical Milling Centre,ad89a62c-9021-46ae-a428-8c6899392afe,,,Argo,2,300.0,900.0,1,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Karkhana User,mayurprecision@gmail.com,9373191624 ,,,,,,,0,,CNC Machining,Turning,Conventional Lathe,29d505db-b623-46f9-b045-a8efba1b9694,350.0,800.0,"Crown, Navker",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Karkhana User,mayurprecision@gmail.com,9373191624 ,,,,,,,0,,CNC Machining,Drilling,Pillar Type Drilling,0843bc4d-5c47-4a47-b564-931ea58a3f40,,,Prakash,1,,,,,,,,2.0,2.0,25.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Rajole Autotech pvt ltd,mayurrajole66@gmail.com,918010200436,,,,,,,0,27AAMCR3865M1ZL,Fabrication,Fabrication,CO2,6ce96cd6-810d-46d0-99d9-cf59ce75c3df,,,Ador,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PRESNOST MEASURES PVT LTD,md@presnostmeasures.com,919901970202,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PRIVANSA ENGINEERING PVT LTD,md@privansaengg.com,919881095304,Manufacturer,"Behind Balaji weigh bridge, Gat No 147",Chakan,Chakan Mahalunge road,Maharashtra,410501,0,27AAKCP3671P1ZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,VIRAT EXIM,md@viratexim.com,917666827676,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Mechaniser Engineers,mechaniserengineers@gmail.com,919890568681,Manufacturer,Survey No:38/1 Khedekar industrial estate,pune,In lane of malpani bakery,maharashtra,411041,0,27AANFM6750E1Z2,CNC Machining,CNC Machining,Vertical Milling Centre,6b93251b-14c5-4149-8dd3-428c53a23312,,,BFW,,1000.0,500.0,4,500.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Mechaniser Engineers,mechaniserengineers@gmail.com,919890568681,Manufacturer,Survey No:38/1 Khedekar industrial estate,pune,In lane of malpani bakery,maharashtra,411041,0,27AANFM6750E1Z2,CNC Machining,CNC Machining,CNC Turning,be492cf2-1e3b-4758-bf0c-761612f3e1cb,,,LMW,,,,2,,1,300.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Mechaniser Engineers,mechaniserengineers@gmail.com,919890568681,Manufacturer,Survey No:38/1 Khedekar industrial estate,pune,In lane of malpani bakery,maharashtra,411041,0,27AANFM6750E1Z2,CNC Machining,Drilling,Bench Drill,ee0a6e49-07be-41ec-9422-799f41eb1b3c,,,ITCO,2,,,,,,,,3.0,5.0,20.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Mechaniser Engineers,mechaniserengineers@gmail.com,919890568681,Manufacturer,Survey No:38/1 Khedekar industrial estate,pune,In lane of malpani bakery,maharashtra,411041,0,27AANFM6750E1Z2,Fabrication,Fabrication,TIG,15dbba09-de39-4f40-ad9e-5c042210583f,,,LOCAL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,GKAEPL,mfg@gkaengineerings.com,9886581864,Manufacturer,"94/1, R.k Township gate no 1, Yarandahalli, ",Bengaluru,Bommasandra,karnataka,560105,0,29AAJCG5485D1ZA,Fabrication,Fabrication,CO2,26bb8911-ba42-45e7-b7c1-1218e67ef8b5,,,Panasonic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,GKAEPL,mfg@gkaengineerings.com,9886581864,Manufacturer,"94/1, R.k Township gate no 1, Yarandahalli, ",Bengaluru,Bommasandra,karnataka,560105,0,29AAJCG5485D1ZA,Fabrication,Fabrication,TIG,68e8ac01-961e-47ba-9f72-295ffb63a7be,,,Panasonic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,GKAEPL,mfg@gkaengineerings.com,9886581864,Manufacturer,"94/1, R.k Township gate no 1, Yarandahalli, ",Bengaluru,Bommasandra,karnataka,560105,0,29AAJCG5485D1ZA,Fabrication,Fabrication,Oxy Fuel,28dc3c61-6fd0-4193-bd33-e14ace650733,,,Rilon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,GKAEPL,mfg@gkaengineerings.com,9886581864,Manufacturer,"94/1, R.k Township gate no 1, Yarandahalli, ",Bengaluru,Bommasandra,karnataka,560105,0,29AAJCG5485D1ZA,Sheet Metal,Cutting,Laser Cutting,b5b3d383-35fe-4686-9f53-28ea7fd4ab43,,,mehta,1,1550.0,6096.0,,,,,,,,,,,,nitrogen,1.6,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,GKAEPL,mfg@gkaengineerings.com,9886581864,Manufacturer,"94/1, R.k Township gate no 1, Yarandahalli, ",Bengaluru,Bommasandra,karnataka,560105,0,29AAJCG5485D1ZA,Sheet Metal,Sheet Metal,CNC Press Break (Bending),269a4aa7-08a5-43b4-aac2-1a7bf0c687c5,,,Generic,1,,,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Trikaya Precision Pvt Limited,mgr.trikaya@gmail.com,919866982752,,,,,,,0,,CNC Machining,Turning,VTL,fbcb0099-efb9-428f-9719-b25a2d9f1392,240.0,150.0,Lokesh,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Trikaya Precision Pvt Limited,mgr.trikaya@gmail.com,919866982752,,,,,,,0,,CNC Machining,CNC Machining,Vertical Milling Centre,56fb56c6-bc75-480b-a578-e10ac7abe85b,,,AMS,5,450.0,600.0,3,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Trikaya Precision Pvt Limited,mgr.trikaya@gmail.com,919866982752,,,,,,,0,,CNC Machining,CNC Machining,Vertical Milling Centre,8cf0d8c5-5701-4ea9-aef6-858b1aa2a2dc,,,Lead well,1,1800.0,800.0,3,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Trikaya Precision Pvt Limited,mgr.trikaya@gmail.com,919866982752,,,,,,,0,,CNC Machining,CNC Machining,Vertical Milling Centre,b9933087-1a0f-4a6f-931a-d30742236b8d,,,AMS,2,450.0,400.0,3,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,Extrusion,Extrusion,Extrusion,1a63c605-2da2-41c4-bbaf-f30edd18cb3f,,,Xyz,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,Vacuum Casting,Vacuum Casting,Vacuum Casting,f401dfbe-c48e-4174-b743-c98904fc3030,,,bhv,,2.0,1.0,,5.0,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
520,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,Vacuum Casting,Vacuum Casting,Vacuum Casting,8537fa72-b6ca-4659-88e6-9a1d925823e3,,,1,,1.0,1.0,,1.0,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
521,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,CNC Machining,Turning,CNC Sliding Head,7ebbc8a3-02fc-4cd1-bfdb-07d414c7c095,67.0,89.0,xys,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,CNC Machining,Turning,CNC Sliding Head,2b42c09f-2fb7-4151-b884-69fd58450906,,,makeit,fhf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,Casting,Casting,Automatic Cold Chamber Pressure die casting,3a6d0be9-ca7d-433d-ace1-061fab1e18f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,Casting,Casting,Automatic Cold Chamber Pressure die casting,e5422e6c-e6b4-41bc-8569-254f1f1e2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,Vacuum Casting,Vacuum Casting,Vacuum Casting,f4aed5db-e308-46b8-b007-e4ca83cda051,,,e,F,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,
526,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,Extrusion,Extrusion,Cold Extrusion,c4a42a57-afcb-4977-90a8-bdef7dd7af7a,,,Abc,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,3D Printing,SLS,SLS,2179ce97-2ad7-44dc-a0d4-e7ce8a46a207,,,xyz,5,12.0,12.0,,12.0,,,,,,,,,,,,,,,3.0,12,,,,,,,,,,,,,,,,,,,,,,,
528,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,CNC Machining,Turning,Conventional Lathe,eccf2550-8faa-4463-8ebb-0bbc079ae608,100.0,100.0,xyz,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,3D Printing,SLS,SLS,ab3d5f52-18e5-4d20-b738-c3f53908c5af,,,22,22,22.0,22.0,,22.0,,,,,,,,,,,,,,,22.0,23,,,,,,,,,,,,,,,,,,,,,,,
530,Mandar Test2,mickey.minnie11698@gmail.com,919004729630,Manufacturer,"Nirmal Nagar, Bandra East West",Mumbai,Nirmal,Maharashtra,40005,0,27AAHCB8833G1ZH,CNC Machining,Drilling,Bench Drill,1c13a7c6-d4fb-4db7-8b5e-fc71d3d9476b,,,XYZ,5,,,,,,,,2.0,10.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Mandar Test,mickey.minnie11698@gmail.comm,918080047574,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Karkhana User,microtechbangalore@gmail.com,9448758464,Manufacturer,"No. 93 1st Main, Petechennappa Industrial road, Magadi main road, Kamakshipalya",Bangalore,"No.91 1st Main road, Petechennappa Industrial estate, Kamakshipalya, Magadi Main road",Karnataka,560079,0,29AGXPM4016H1ZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Karkhana User,milindkank@poojaenggworkss.com,9011110606 ,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Thriam Polymers,mithun.madhukumar@thriam.com,+91 7039067501,Manufacturer,"G-1 chugata estate,  sakinaka ",Mumbai,sakivihar road,Maharashtra,400072,0,27AAGPK7946P1ZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,React Labs Pvt Ltd,mohit@upliance.ai,9619378347,Company,"268, 13th Main, 21st Cross, Sector 7, HSR Layout",Bangalore,,Karnataka,560102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Karkhana User,moldriteblr@gmail.com,98808 11339,,,,,,,0,,Injection Molding,Injection Molding,Screw Plunger Type,a1b2d3e5-8cbe-4041-8d28-722bda3ee74d,,,Fanuc,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,40,Na,Horizontal,32000,10,450,Screw,450,Na,0,,,,,,,
537,Karkhana User,moldriteblr@gmail.com,98808 11339,,,,,,,0,,3D Printing,FDM,FDM,b734c4d6-110a-47e1-a559-2d988395802a,,,Geeetech,1,255.0,255.0,,260.0,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
538,Test karkhana,mrunalbirhade12@gmail.com,2459611266,mklll,vasai,mumbai,,maharashtra,421304,0,,Vacuum Casting,Vacuum Casting,Vacuum Casting,3fb9915b-c59f-4139-882b-99ce1d5b0d15,,,lp;,,66.0,585.0,,65.0,66,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,
539,Muerus  Surgicals,muerussurgicals@gmail.com,919049227037,Manufacturer,"Gala no 8 and 9 , Shailesh industrial estate, No 8, Navghar Road, Vasai East, Dist Palghar ",vasai ,,Maharshtra,401210,0,27AGTPR5876N1Z2,CNC Machining,CNC Machining,Vertical Milling Centre,4af293ca-5032-4338-9f92-b11baae54175,,,Makino,1,600.0,400.0,3 axis ,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Muerus  Surgicals,muerussurgicals@gmail.com,919049227037,Manufacturer,"Gala no 8 and 9 , Shailesh industrial estate, No 8, Navghar Road, Vasai East, Dist Palghar ",vasai ,,Maharshtra,401210,0,27AGTPR5876N1Z2,CNC Machining,CNC Machining,Vertical Milling Centre,845ae81f-67b8-454b-850d-b96166bc7ed2,,,shizuoka,1,1000.0,500.0,3 Axis ,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Astra Metal Systems Pvt. Ltd.,murad@astrametals.com,919225907006,,,,,,,0,30AABCA8954D1Z1,Fabrication,Fabrication,CO2,83f64b86-bf4e-418b-92fe-cb810ae703cc,,,Fronious/Esab,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Astra Metal Systems Pvt. Ltd.,murad@astrametals.com,919225907006,,,,,,,0,30AABCA8954D1Z1,CNC Machining,CNC Machining,Vertical Milling Centre,5387c523-289d-4165-b040-f5fa8501b9e2,,,Makino,01,600.0,500.0,3,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Astra Metal Systems Pvt. Ltd.,murad@astrametals.com,919225907006,,,,,,,0,30AABCA8954D1Z1,Sheet Metal,Cutting,Laser Cutting,5234201c-3abe-4fc1-b9ed-bf7cda62db99,,,Salvanini,01,1500.0,3000.0,,,,,,,,,,,,"O2, N2",0.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Astra Metal Systems Pvt. Ltd.,murad@astrametals.com,919225907006,,,,,,,0,30AABCA8954D1Z1,Sheet Metal,Cutting,Laser Cutting,a98dcecb-b3fb-43e8-9b14-a0d079498b17,,,Salvagnini,01,1500.0,3000.0,,,,,,,,,,,,"N2, O2",0.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Astra Metal Systems Pvt. Ltd.,murad@astrametals.com,919225907006,,,,,,,0,30AABCA8954D1Z1,Sheet Metal,Cutting,Laser Cutting,fd556f98-6f82-4a8d-8e3d-957f2f0a601b,,,Trumph,01,1500.0,3000.0,,,,,,,,,,,,O2,0.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Astra Metal Systems Pvt. Ltd.,murad@astrametals.com,919225907006,,,,,,,0,30AABCA8954D1Z1,Sheet Metal,Cutting,Laser Cutting,ac2c0750-0422-4cc1-b5df-34b25add9721,,,Amada,1,1250.0,1250.0,,,,,,,,,,,,O2,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Astra Metal Systems Pvt. Ltd.,murad@astrametals.com,919225907006,,,,,,,0,30AABCA8954D1Z1,Fabrication,Fabrication,TIG,caaa4b9d-e3d0-4ac6-9a05-f2061a9b2622,,,Fronius,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Astra Metal Systems Pvt. Ltd.,murad@astrametals.com,919225907006,,,,,,,0,30AABCA8954D1Z1,Fabrication,Fabrication,TIG,5ce71d3f-7f77-47e4-a3e0-fb3bd39ca851,,,Lorch,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,NRI TOOL TECH,nagesh@nri-tooltech.com,917338444351,Manufacturer,"NO.12,2ND CROSS,VINAYAKA LAYOUT,ANDRAHALLI MAIN ROAD,PEENYA 2ND STAGE,HEGGANAHALLI,BANGALORE-560091",BANGALORE,PEENYA 2ND STAGE,KARNATAKA,560091,0,29AAOFN4095N1ZB,CNC Machining,CNC Machining,Vertical Milling Centre,e19be261-7162-4606-9223-2770ae00d125,,,HITIAN,3,1000.0,600.0,4TH AXIS 1NOS  (2NOS 3 AXIS),600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Nandini engineers,nandiniengineers2525@gmail.com,918796227678,Manufacturer,"Gat no 96,Birdwadi,near Ambethan road,tal-khed,chavan,pune 410501",Chakan,Birdwadi,Maharashtra,410501,0,27AQZPB0843R1Z2,CNC Machining,CNC Machining,CNC Turning Lathe,e2820a58-c7bd-43d4-8771-da0c874b40de,250.0,300.0,JYOTI,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Nandini engineers,nandiniengineers2525@gmail.com,918796227678,Manufacturer,"Gat no 96,Birdwadi,near Ambethan road,tal-khed,chavan,pune 410501",Chakan,Birdwadi,Maharashtra,410501,0,27AQZPB0843R1Z2,CNC Machining,CNC Machining,CNC Turning Lathe,4f743d1d-42c2-419d-8846-f7ba3e3f9ff3,200.0,300.0,LMW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Nandini engineers,nandiniengineers2525@gmail.com,918796227678,Manufacturer,"Gat no 96,Birdwadi,near Ambethan road,tal-khed,chavan,pune 410501",Chakan,Birdwadi,Maharashtra,410501,0,27AQZPB0843R1Z2,CNC Machining,CNC Machining,CNC Turning Lathe,2f9161ed-4cf3-4bd7-a6a3-9591cb003742,200.0,100.0,REALTECH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Nandini engineers,nandiniengineers2525@gmail.com,918796227678,Manufacturer,"Gat no 96,Birdwadi,near Ambethan road,tal-khed,chavan,pune 410501",Chakan,Birdwadi,Maharashtra,410501,0,27AQZPB0843R1Z2,CNC Machining,CNC Machining,CNC Turning Lathe,5efbe53a-b3a9-4b49-ad0f-516e5fabae34,200.0,300.0,BFW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Nandini engineers,nandiniengineers2525@gmail.com,918796227678,Manufacturer,"Gat no 96,Birdwadi,near Ambethan road,tal-khed,chavan,pune 410501",Chakan,Birdwadi,Maharashtra,410501,0,27AQZPB0843R1Z2,CNC Machining,CNC Machining,Vertical Milling Centre,0f0cfa6f-5dbf-491e-9cf2-a1d0d12e0cd3,,,BFW AGNI++,1,900.0,400.0,5,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,K.A.NAVEEN FABRICATION ,narendirannaveen888@gmail.com,919597032686,Manufacturer,65/8 M.B.T Road Earanthangal village &post,Vellore ,,Tamilnadu,632519,0,33ECYPG8087F1ZZ,Fabrication,Fabrication,CO2,928f7c00-0cc6-4c6c-b9f4-ceba6f229e1a,,,Sai,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,K.A.NAVEEN FABRICATION ,narendirannaveen888@gmail.com,919597032686,Manufacturer,65/8 M.B.T Road Earanthangal village &post,Vellore ,,Tamilnadu,632519,0,33ECYPG8087F1ZZ,Fabrication,Fabrication,TIG,362a82f1-7ca1-4b1c-9a1f-b0e29865ba1b,,,Rilon,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Karkhana User,narendranar.2006@gmail.com,8369250981,,,,,,,0,,Sheet Metal,Cutting,Laser Cutting,97d544b1-818f-4269-9131-570d2aae4fbd,,,Vila CNC,1,3000.0,1500.0,,,,,,,,,,,,"oxygen, nitrogen",0.2,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
